If you choose to become intoxicated (in any form), we will be taking your car keys and ask that you camp overnight. This is the case for most people so it isn't a big deal. The road back to town is dark and windy at night and we don't want anyone driving back to town intoxicated and getting into an accident on 4th of July weekend.

It should also be noted that this is a dairy that is in full operation. There are cows, chickens, dogs, and turkeys. Please do not do anything to the animals or the property that would cause harm. Since there are animals on the property, there are also fences, barbed wire, and random bits of metal about. Please be careful, watch where you are walking, and bring good shoes. We will have lights setup around certain areas to prevent you from tripping or getting hurt. Thanks!
Date,Time,Time Zone,Gross Sales,Net Sales,Tax,Tip,Total Collected,Card,Cash,Fees,Net Total,Transaction ID,Description,Event Type,Location,Initial Fees,Fee Plan,Fee Percentage Rate,Fee Fixed Rate
2022-09-10,9:49:19,Mountain Time (US & Canada),$8.59,$8.59,$0.41,$0.00,$9.00,$0.00,$9.00,$0.00,$9.00,B2VcIg2by4FyFXGlyItx4bfeV,0.30 lb x River runs blue (Regular),Payment,Steamboat Springs,$0.00,,,
2022-09-10,9:46:51,Mountain Time (US & Canada),$7.64,$7.64,$0.36,$0.00,$8.00,$8.00,$0.00,-$0.31,$7.69,7j5YHCUeYKNX5groCXcRM60eV,Fromage Blanc Garlic Herb  (Regular),Payment,Steamboat Springs,-$0.31,Blended Rate,2.6,$0.10
2022-09-10,9:35:40,Mountain Time (US & Canada),$19.86,$19.86,$0.94,$0.00,$20.80,$0.00,$20.80,$0.00,$20.80,tm28DyXuNJnPDeQZTYqHOzseV,"0.36 lb x River runs blue (Regular), Elkhorn Mini (Regular)",Payment,Steamboat Springs,$0.00,,,
2022-09-10,9:26:47,Mountain Time (US & Canada),$24.82,$24.82,$1.18,$0.00,$26.00,$0.00,$26.00,$0.00,$26.00,Xhhm81Ib6DPUOdZE89ckIzueV,Custom Amount,Payment,Steamboat Springs,$0.00,,,
2022-09-08,19:03:56,Mountain Time (US & Canada),$9.55,$9.55,$0.45,$0.00,$10.00,$0.00,$10.00,$0.00,$10.00,ZydmxUKdJQ8nYbjetI9DykweV,Custom Amount,Payment,Steamboat Springs,$0.00,,,
2022-09-08,19:03:09,Mountain Time (US & Canada),$8.59,$8.59,$0.41,$0.00,$9.00,$9.00,$0.00,-$0.47,$8.53,lKkj0a6PCZgFzHmCBFdtOo1eV,Custom Amount,Payment,Steamboat Springs,-$0.47,Blended Rate,3.5,$0.15
2022-09-08,18:57:55,Mountain Time (US & Canada),$17.18,$17.18,$0.82,$0.00,$18.00,$18.00,$0.00,-$0.57,$17.43,xwCEpS4M4KFb6ZJOQ928eY7eV,Custom Amount,Payment,Steamboat Springs,-$0.57,Blended Rate,2.6,$0.10
2022-09-08,18:51:34,Mountain Time (US & Canada),$7.94,$7.94,$0.38,$0.00,$8.32,$8.32,$0.00,-$0.32,$8.00,XBhE7TM8GTExv7ykVNDc0p6eV,Custom Amount,Payment,Steamboat Springs,-$0.32,Blended Rate,2.6,$0.10
2022-09-08,18:35:34,Mountain Time (US & Canada),$26.39,$26.39,$1.25,$0.00,$27.64,$27.64,$0.00,-$0.82,$26.82,3zkDKD9hTVcPeuGygr1wBm3eV,Custom Amount,Payment,Steamboat Springs,-$0.82,Blended Rate,2.6,$0.10
2022-09-08,18:28:39,Mountain Time (US & Canada),$17.18,$17.18,$0.82,$0.00,$18.00,$18.00,$0.00,-$0.57,$17.43,bX7yUsHveX0rzTOmFYuNki7eV,Custom Amount,Payment,Steamboat Springs,-$0.57,Blended Rate,2.6,$0.10
2022-09-08,18:25:38,Mountain Time (US & Canada),$15.96,$15.96,$0.76,$0.00,$16.72,$16.72,$0.00,-$0.53,$16.19,REq3nzOLVKJOkNuD1WDxz8jeV,Custom Amount,Payment,Steamboat Springs,-$0.53,Blended Rate,2.6,$0.10
2022-09-08,18:11:49,Mountain Time (US & Canada),$9.55,$9.55,$0.45,$0.00,$10.00,$10.00,$0.00,-$0.36,$9.64,9KkQTz6GZ6YmbMv1sBxMR57eV,Custom Amount,Payment,Steamboat Springs,-$0.36,Blended Rate,2.6,$0.10
2022-09-08,18:11:32,Mountain Time (US & Canada),$7.94,$7.94,$0.38,$0.00,$8.32,$8.32,$0.00,-$0.32,$8.00,3Rjlh0DKPI4AbANQG606MMgeV,Custom Amount,Payment,Steamboat Springs,-$0.32,Blended Rate,2.6,$0.10
2022-09-08,17:54:23,Mountain Time (US & Canada),$9.55,$9.55,$0.45,$0.00,$10.00,$10.00,$0.00,-$0.50,$9.50,bVwTXEnmaLP4r6nOAknICNoeV,Custom Amount,Payment,Steamboat Springs,-$0.50,Blended Rate,3.5,$0.15
2022-09-08,17:34:12,Mountain Time (US & Canada),$8.25,$8.25,$0.39,$0.00,$8.64,$8.64,$0.00,-$0.32,$8.32,vd1i7FiBdbO8335UHTbsHn0eV,0.27 lb x Alpenbert Mini (Regular),Payment,Steamboat Springs,-$0.32,Blended Rate,2.6,$0.10
2022-09-08,17:32:57,Mountain Time (US & Canada),$7.94,$7.94,$0.38,$0.00,$8.32,$8.32,$0.00,-$0.32,$8.00,1EFRfrTo4fLrnDjRPXkCLsueV,0.26 lb x Alpenbert Mini (Regular),Payment,Steamboat Springs,-$0.32,Blended Rate,2.6,$0.10
2022-09-04,15:03:49,Mountain Time (US & Canada),$21.10,$21.10,$1.00,$0.00,$22.10,$0.00,$22.10,$0.00,$22.10,35JAot82U6rvgsN9Mv9BBvfeV,1.30 lb x Beef - New York Strip (Regular),Payment,Steamboat Springs,$0.00,,,
2022-09-04,14:54:02,Mountain Time (US & Canada),$10.69,$10.69,$0.51,$0.00,$11.20,$11.20,$0.00,-$0.39,$10.81,Js0vo0uVgVAlBOMYNM0WYZpeV,0.40 lb x Alpenbert (Regular),Payment,Steamboat Springs,-$0.39,Blended Rate,2.6,$0.10
2022-09-04,14:52:04,Mountain Time (US & Canada),$8.59,$8.59,$0.41,$0.00,$9.00,$9.00,$0.00,-$0.33,$8.67,FOCJWSr44stnXa1gfDmjEYmeV,0.30 lb x Joe (Regular),Payment,Steamboat Springs,-$0.33,Blended Rate,2.6,$0.10
2022-09-04,14:49:38,Mountain Time (US & Canada),$8.59,$8.59,$0.41,$0.00,$9.00,$0.00,$9.00,$0.00,$9.00,laySAFyz14egbtjuuPdqWOseV,Custom Amount,Payment,Steamboat Springs,$0.00,,,
2022-09-04,14:48:54,Mountain Time (US & Canada),$30.23,$30.23,$1.44,$0.00,$31.67,$0.00,$31.67,$0.00,$31.67,tyKtwo8Ij15aIintQXWOxO1eV,"0.56 lb x Alpenbert (Regular), Fromage Blanc Cran-Walnut (Regular), Fromage Blanc Original  (8 ounce, 16 ounce)",Payment,Steamboat Springs,$0.00,,,
2022-09-04,14:44:25,Mountain Time (US & Canada),$17.18,$17.18,$0.82,$0.00,$18.00,$0.00,$18.00,$0.00,$18.00,FCq6zAm0il2eM5bfzPCLc08eV,Custom Amount,Payment,Steamboat Springs,$0.00,,,
2022-09-04,14:36:24,Mountain Time (US & Canada),$32.98,$32.98,$1.57,$4.95,$39.50,$39.50,$0.00,-$1.13,$38.37,N2cbpyoUY6LoJLVCQGeqMopeV,"0.52 lb x Alpenbert (Regular), 2 x Summer Sausage  (Regular)",Payment,Steamboat Springs,-$1.13,Blended Rate,2.6,$0.10
2022-09-04,14:33:25,Mountain Time (US & Canada),$18.09,$18.09,$0.86,$0.00,$18.95,$18.95,$0.00,-$0.59,$18.36,diwU77N6thioQL8gyOSgBd3eV,"0.25 lb x Ghost Of Monte Pilgrim  (Regular), 0.34 lb x Joe (Regular)",Payment,Steamboat Springs,-$0.59,Blended Rate,2.6,$0.10
2022-09-04,14:22:27,Mountain Time (US & Canada),$10.88,$10.88,$0.52,$0.00,$11.40,$11.40,$0.00,-$0.40,$11.00,RKZ3AHbc1uJYREhsc51xPwleV,0.38 lb x River runs blue (Regular),Payment,Steamboat Springs,-$0.40,Blended Rate,2.6,$0.10
2022-09-04,14:12:50,Mountain Time (US & Canada),$15.27,$15.27,$0.73,$0.00,$16.00,$0.00,$16.00,$0.00,$16.00,Xfa93UCtACfYRsgOI1mqC5veV,Custom Amount,Payment,Steamboat Springs,$0.00,,,
2022-09-04,14:10:29,Mountain Time (US & Canada),$7.64,$7.64,$0.36,$0.00,$8.00,$8.00,$0.00,-$0.31,$7.69,P7UK9jfdjB89vzSHPfD2YF0eV,Custom Amount,Payment,Steamboat Springs,-$0.31,Blended Rate,2.6,$0.10
2022-09-04,14:08:54,Mountain Time (US & Canada),$8.25,$8.25,$0.39,$0.00,$8.64,$8.64,$0.00,-$0.32,$8.32,NygkUErO6273kNooMCXIL8ieV,0.27 lb x Alpenbert Mini (Regular),Payment,Steamboat Springs,-$0.32,Blended Rate,2.6,$0.10
2022-09-04,14:06:08,Mountain Time (US & Canada),$14.16,$14.16,$0.67,$0.00,$14.83,$14.83,$0.00,-$0.49,$14.34,jBmohs3WLvG0NV9fuzzfUGneV,0.53 lb x Alpenbert (Regular),Payment,Steamboat Springs,-$0.49,Blended Rate,2.6,$0.10
2022-09-04,14:01:22,Mountain Time (US & Canada),$7.64,$7.64,$0.36,$0.00,$8.00,$0.00,$8.00,$0.00,$8.00,ZUMfuqPjzdErBGt1RWhFvEseV,Fromage Blanc Green Chile (Regular),Payment,Steamboat Springs,$0.00,,,
2022-09-04,13:59:50,Mountain Time (US & Canada),$8.59,$8.59,$0.41,$0.00,$9.00,$9.00,$0.00,-$0.33,$8.67,jBimxgvrPRbxhYStQfViE1ueV,Feta (Regular),Payment,Steamboat Springs,-$0.33,Blended Rate,2.6,$0.10
2022-09-04,13:47:30,Mountain Time (US & Canada),$17.37,$17.37,$0.83,$1.80,$20.00,$20.00,$0.00,-$0.62,$19.38,fZ3qLFpYJhOB9j5zb1V7Xo4eV,"0.34 lb x River runs blue (Regular), Fromage Blanc Green Chile (Regular)",Payment,Steamboat Springs,-$0.62,Blended Rate,2.6,$0.10
2022-09-04,13:43:28,Mountain Time (US & Canada),$6.42,$6.42,$0.30,$0.00,$6.72,$6.72,$0.00,-$0.27,$6.45,duucjCGli9BQPWMSqG054AheV,0.24 lb x Alpenbert (Regular),Payment,Steamboat Springs,-$0.27,Blended Rate,2.6,$0.10
2022-09-04,13:40:59,Mountain Time (US & Canada),$29.69,$29.69,$1.41,$0.00,$31.10,$31.10,$0.00,-$0.91,$30.19,9S0c2zO8nYjZfF4WJnrqOofeV,"0.36 lb x Ghost Of Monte Pilgrim  (Regular), 0.35 lb x River runs blue (Regular), Fromage Blanc Green Chile (Regular)",Payment,Steamboat Springs,-$0.91,Blended Rate,2.6,$0.10
2022-09-04,13:22:56,Mountain Time (US & Canada),$9.55,$9.55,$0.45,$0.00,$10.00,$0.00,$10.00,$0.00,$10.00,NuyC2G6cZz6FQro3wizmt77eV,Custom Amount,Payment,Steamboat Springs,$0.00,,,
2022-09-04,13:07:21,Mountain Time (US & Canada),$16.61,$16.61,$0.79,$2.49,$19.89,$19.89,$0.00,-$0.62,$19.27,5SH7BRzbWb2ixMl94C17mHqeV,"0.28 lb x River runs blue (Regular), 0.30 lb x Joe (Regular)",Payment,Steamboat Springs,-$0.62,Blended Rate,2.6,$0.10
2022-09-04,12:52:51,Mountain Time (US & Canada),$7.64,$7.64,$0.36,$0.00,$8.00,$8.00,$0.00,-$0.31,$7.69,ZyLDc8sBBH570DqAuqNTL0feV,Fromage Blanc Garlic Herb  (Regular),Payment,Steamboat Springs,-$0.31,Blended Rate,2.6,$0.10
2022-09-04,12:47:42,Mountain Time (US & Canada),$13.37,$13.37,$0.63,$0.00,$14.00,$14.00,$0.00,-$0.46,$13.54,NqgcNTBty3SvXgB6RXHqHJ8eV,0.50 lb x Alpenbert (Regular),Payment,Steamboat Springs,-$0.46,Blended Rate,2.6,$0.10
2022-09-04,12:39:07,Mountain Time (US & Canada),$12.56,$12.56,$0.60,$0.00,$13.16,$13.16,$0.00,-$0.44,$12.72,Lf7ALDb1iRW94T4g8AvloFteV,0.47 lb x Alpenbert (Regular),Payment,Steamboat Springs,-$0.44,Blended Rate,2.6,$0.10
2022-09-04,12:37:49,Mountain Time (US & Canada),$9.69,$9.69,$0.46,$0.00,$10.15,$10.15,$0.00,-$0.36,$9.79,pYEezWieT7HolAQxDDFFgwzeV,0.29 lb x Ghost Of Monte Pilgrim  (Regular),Payment,Steamboat Springs,-$0.36,Blended Rate,2.6,$0.10
2022-09-04,12:37:21,Mountain Time (US & Canada),$12.56,$12.56,$0.60,$0.00,$13.16,$0.00,$13.16,$0.00,$13.16,LVOEzPCy68TuybInY2tVhpneV,0.47 lb x Alpenbert (Regular),Payment,Steamboat Springs,$0.00,,,
2022-09-04,12:07:28,Mountain Time (US & Canada),$8.35,$8.35,$0.40,$1.00,$9.75,$9.75,$0.00,-$0.35,$9.40,DbhHjStKNMI3Xsfl3poj7dAfV,0.25 lb x Ghost Of Monte Pilgrim  (Regular),Payment,Steamboat Springs,-$0.35,Blended Rate,2.6,$0.10
2022-09-04,12:04:01,Mountain Time (US & Canada),$15.27,$15.27,$0.73,$0.00,$16.00,$16.00,$0.00,-$0.52,$15.48,vLCzivKGsLEdRGMjXZv0EapeV,"0.26 lb x Alpenbert Mini (Regular), 0.24 lb x Alpenbert Mini (Regular)",Payment,Steamboat Springs,-$0.52,Blended Rate,2.6,$0.10
2022-09-04,11:59:40,Mountain Time (US & Canada),$22.91,$22.91,$1.09,$0.00,$24.00,$0.00,$24.00,$0.00,$24.00,V0rYnWXuAhU9eXJtXSusizueV,"Fromage Blanc Garlic Herb  (Regular), Fromage Blanc Green Chile (Regular), Fromage Blanc Original  (8 ounce, 16 ounce)",Payment,Steamboat Springs,$0.00,,,
2022-09-04,11:56:27,Mountain Time (US & Canada),$12.56,$12.56,$0.60,$0.00,$13.16,$13.16,$0.00,-$0.44,$12.72,pocgE2BWacaqOxmyzYG4FL5eV,0.47 lb x Alpenbert (Regular),Payment,Steamboat Springs,-$0.44,Blended Rate,2.6,$0.10
2022-09-04,11:52:47,Mountain Time (US & Canada),$7.64,$7.64,$0.36,$1.00,$9.00,$9.00,$0.00,-$0.33,$8.67,TFu3QsDruDkNsNTYuVeefW7eV,Fromage Blanc Garlic Herb  (Regular),Payment,Steamboat Springs,-$0.33,Blended Rate,2.6,$0.10
2022-09-04,11:49:04,Mountain Time (US & Canada),$7.64,$7.64,$0.36,$0.00,$8.00,$0.00,$8.00,$0.00,$8.00,XrsLJHMBAoU34hqYAcoymHheV,Fromage Blanc Garlic Herb  (Regular),Payment,Steamboat Springs,$0.00,,,
2022-09-04,11:36:48,Mountain Time (US & Canada),$15.27,$15.27,$0.73,$0.00,$16.00,$16.00,$0.00,-$0.52,$15.48,5KHlLikqM6vQBW1bPHlh53leV,"Fromage Blanc Garlic Herb  (Regular), Fromage Blanc Cran-Walnut (Regular)",Payment,Steamboat Springs,-$0.52,Blended Rate,2.6,$0.10
2022-09-04,11:26:39,Mountain Time (US & Canada),$37.52,$37.52,$1.78,$0.00,$39.30,$39.30,$0.00,-$1.12,$38.18,DJuWNom553BnSzCNW56UUA2eV,"0.45 lb x Alpenbert (Regular), 0.29 lb x River runs blue (Regular), Summer Sausage  (Regular), Fromage Blanc Green Chile (Regular)",Payment,Steamboat Springs,-$1.12,Blended Rate,2.6,$0.10
2022-09-04,11:16:56,Mountain Time (US & Canada),$8.59,$8.59,$0.41,$0.00,$9.00,$0.00,$9.00,$0.00,$9.00,REoqr2NlreV54Hq50E69b53eV,Custom Amount,Payment,Steamboat Springs,$0.00,,,
2022-09-04,11:16:31,Mountain Time (US & Canada),$8.59,$8.59,$0.41,$0.00,$9.00,$9.00,$0.00,-$0.33,$8.67,l6IL5OtC1lM0BFPOnvLqTV1eV,Feta (Regular),Payment,Steamboat Springs,-$0.33,Blended Rate,2.6,$0.10
2022-09-04,11:10:48,Mountain Time (US & Canada),$16.78,$16.78,$0.80,$0.00,$17.58,$17.58,$0.00,-$0.56,$17.02,JE8lG3bcs2DYcZXBZVzRhQmeV,"0.24 lb x Alpenbert Mini (Regular), 0.33 lb x River runs blue (Regular)",Payment,Steamboat Springs,-$0.56,Blended Rate,2.6,$0.10
2022-09-04,10:56:38,Mountain Time (US & Canada),$9.89,$9.89,$0.47,$0.00,$10.36,$10.36,$0.00,-$0.37,$9.99,nb0hvf4xMKGgiJDuio3QtoweV,0.37 lb x Alpenbert (Regular),Payment,Steamboat Springs,-$0.37,Blended Rate,2.6,$0.10
2022-09-04,10:53:02,Mountain Time (US & Canada),$26.23,$26.23,$1.25,$0.00,$27.48,$27.48,$0.00,-$0.81,$26.67,jpaAHR7Jb5G1ZYNV3pxZ1zfeV,"0.41 lb x Alpenbert (Regular), Fromage Blanc Garlic Herb  (Regular), Fromage Blanc Green Chile (Regular)",Payment,Steamboat Springs,-$0.81,Blended Rate,2.6,$0.10
2022-09-04,10:48:21,Mountain Time (US & Canada),$16.23,$16.23,$0.77,$0.00,$17.00,$17.00,$0.00,-$0.54,$16.46,VYlYREpnyg5Q5uUZQw2pZ5keV,"Fromage Blanc Green Chile (Regular), Feta (Regular)",Payment,Steamboat Springs,-$0.54,Blended Rate,2.6,$0.10
2022-09-04,10:45:03,Mountain Time (US & Canada),$7.64,$7.64,$0.36,$0.00,$8.00,$8.00,$0.00,-$0.31,$7.69,b75ed7X7YsK4yPVu732qvLqeV,Fromage Blanc Garlic Herb  (Regular),Payment,Steamboat Springs,-$0.31,Blended Rate,2.6,$0.10
2022-09-04,10:40:49,Mountain Time (US & Canada),$15.27,$15.27,$0.73,$0.00,$16.00,$16.00,$0.00,-$0.52,$15.48,fnEp9BeNWOPzevMn5oyVXPoeV,"Fromage Blanc Garlic Herb  (Regular), Fromage Blanc Original  (8 ounce, 16 ounce)",Payment,Steamboat Springs,-$0.52,Blended Rate,2.6,$0.10
2022-09-04,10:37:03,Mountain Time (US & Canada),$12.70,$12.70,$0.60,$1.90,$15.20,$15.20,$0.00,-$0.50,$14.70,BCvINiiuO2hUb688GB3WK2neV,0.38 lb x Ghost Of Monte Pilgrim  (Regular),Payment,Steamboat Springs,-$0.50,Blended Rate,2.6,$0.10
2022-09-04,10:35:18,Mountain Time (US & Canada),$10.31,$10.31,$0.49,$0.00,$10.80,$0.00,$10.80,$0.00,$10.80,7ZCXDg7bUiaFShbCYvEtTs0eV,0.36 lb x River runs blue (Regular),Payment,Steamboat Springs,$0.00,,,
2022-09-04,10:17:37,Mountain Time (US & Canada),$8.88,$8.88,$0.42,$0.00,$9.30,$9.30,$0.00,-$0.34,$8.96,jLHQCsUKOzyZuDDvW2lThzreV,0.31 lb x River runs blue (Regular),Payment,Steamboat Springs,-$0.34,Blended Rate,2.6,$0.10
2022-09-04,10:09:50,Mountain Time (US & Canada),$19.00,$19.00,$0.90,$0.00,$19.90,$19.90,$0.00,-$0.62,$19.28,nbSYdOdDEij4yVFAwGG5WqueV,"0.34 lb x Ghost Of Monte Pilgrim  (Regular), Fromage Blanc Garlic Herb  (Regular)",Payment,Steamboat Springs,-$0.62,Blended Rate,2.6,$0.10
2022-09-04,10:07:26,Mountain Time (US & Canada),$19.93,$19.93,$0.95,$0.00,$20.88,$20.88,$0.00,-$0.64,$20.24,jh6SVQ9Ksaw2gUpz4aOOOZreV,"0.46 lb x Alpenbert (Regular), Fromage Blanc Original  (8 ounce, 16 ounce)",Payment,Steamboat Springs,-$0.64,Blended Rate,2.6,$0.10
2022-09-04,10:02:35,Mountain Time (US & Canada),$15.58,$15.58,$0.74,$1.00,$17.32,$17.32,$0.00,-$0.55,$16.77,1ymKbQd1r9bBLAwfT6i9wL5eV,"0.26 lb x Alpenbert Mini (Regular), Fromage Blanc Garlic Herb  (Regular)",Payment,Steamboat Springs,-$0.55,Blended Rate,2.6,$0.10
2022-09-04,9:34:44,Mountain Time (US & Canada),$8.59,$8.59,$0.41,$0.00,$9.00,$0.00,$9.00,$0.00,$9.00,Fs5hcqwC6sQTo4O3kNMpgZzeV,Feta (Regular),Payment,Steamboat Springs,$0.00,,,
2022-09-04,9:32:52,Mountain Time (US & Canada),$7.64,$7.64,$0.36,$0.00,$8.00,$8.00,$0.00,-$0.31,$7.69,lUdpC8xCIKxoU7LuftXUfx9eV,Fromage Blanc Garlic Herb  (Regular),Payment,Steamboat Springs,-$0.31,Blended Rate,2.6,$0.10
2022-09-04,9:31:03,Mountain Time (US & Canada),$16.54,$16.54,$0.79,$0.00,$17.33,$17.33,$0.00,-$0.55,$16.78,Jkoj2vlQCS9Feu1d2HzqQC8eV,"0.29 lb x Alpenbert Mini (Regular), 0.23 lb x Ghost Of Monte Pilgrim  (Regular)",Payment,Steamboat Springs,-$0.55,Blended Rate,2.6,$0.10
2022-09-03,13:56:32,Mountain Time (US & Canada),$14.96,$14.96,$0.71,$0.00,$15.67,$15.67,$0.00,-$0.51,$15.16,BMahylRyf3xicvlYylTHKE1eV,0.56 lb x Alpenbert (Regular),Payment,Steamboat Springs,-$0.51,Blended Rate,2.6,$0.10
2022-09-03,13:47:37,Mountain Time (US & Canada),$7.64,$7.64,$0.36,$0.00,$8.00,$8.00,$0.00,-$0.31,$7.69,Hfw4abHl68DVk2IdYU4TgWreV,Custom Amount,Payment,Steamboat Springs,-$0.31,Blended Rate,2.6,$0.10
2022-09-03,13:44:24,Mountain Time (US & Canada),$11.46,$11.46,$0.54,$0.00,$12.00,$0.00,$12.00,$0.00,$12.00,5MwB1D12Mh16UWUCUjN5nhteV,Custom Amount,Payment,Steamboat Springs,$0.00,,,
2022-09-03,13:40:34,Mountain Time (US & Canada),$7.64,$7.64,$0.36,$0.00,$8.00,$8.00,$0.00,-$0.31,$7.69,f1DFFpAQSeQMSCp377CpjkteV,Fromage Blanc Garlic Herb  (Regular),Payment,Steamboat Springs,-$0.31,Blended Rate,2.6,$0.10
2022-09-03,13:27:31,Mountain Time (US & Canada),$7.64,$7.64,$0.36,$0.00,$8.00,$8.00,$0.00,-$0.31,$7.69,WduBW1KMRMMogjO37Ut2KQF7DnAZY,Fromage Blanc Green Chile (Regular),Payment,Steamboat Springs,-$0.31,Blended Rate,2.6,$0.10
2022-09-03,13:26:14,Mountain Time (US & Canada),$8.02,$8.02,$0.38,$0.00,$8.40,$8.40,$0.00,-$0.32,$8.08,ZePKsqBkcYWyYTpWO7awJ7xeV,0.28 lb x Joe (Regular),Payment,Steamboat Springs,-$0.32,Blended Rate,2.6,$0.10
2022-09-03,13:22:19,Mountain Time (US & Canada),$6.68,$6.68,$0.32,$0.00,$7.00,$0.00,$7.00,$0.00,$7.00,GnL9zLgPFxNyFwGxFHpYmSp8m7AZY,Ground beef (Regular),Payment,Steamboat Springs,$0.00,,,
2022-09-03,13:19:41,Mountain Time (US & Canada),$7.64,$7.64,$0.36,$0.00,$8.00,$0.00,$8.00,$0.00,$8.00,UOn3LOpPZfbZ8GQGnCxKl5RakUEZY,"Fromage Blanc Original  (8 ounce, 16 ounce)",Payment,Steamboat Springs,$0.00,,,
2022-09-03,13:18:35,Mountain Time (US & Canada),$19.76,$19.76,$0.94,$0.00,$20.70,$20.70,$0.00,-$0.64,$20.06,NsHjnd0P6oAX993FkmjnWioeV,"0.29 lb x River runs blue (Regular), 0.30 lb x Blue Parm (Regular)",Payment,Steamboat Springs,-$0.64,Blended Rate,2.6,$0.10
2022-09-03,13:16:47,Mountain Time (US & Canada),$7.64,$7.64,$0.36,$0.00,$8.00,$8.00,$0.00,-$0.31,$7.69,0u3l6fBAYzQSjj66ypCuUDTTiD7YY,Ice Cream Pint (Regular Price),Payment,Steamboat Springs,-$0.31,Blended Rate,2.6,$0.10
2022-09-03,13:13:51,Mountain Time (US & Canada),$10.36,$10.36,$0.49,$0.00,$10.85,$10.85,$0.00,-$0.38,$10.47,kQWcPx7oKWIs1B0KixQy7uQOkVMZY,0.31 lb x Ghost Of Monte Pilgrim  (Regular),Payment,Steamboat Springs,-$0.38,Blended Rate,2.6,$0.10
2022-09-03,13:11:45,Mountain Time (US & Canada),$19.28,$19.28,$0.92,$0.00,$20.20,$20.20,$0.00,-$0.63,$19.57,7nDcHkVIni55D3LHi1mlr4ueV,"Elkhorn Mini (Regular), 0.34 lb x Joe (Regular)",Payment,Steamboat Springs,-$0.63,Blended Rate,2.6,$0.10
2022-09-03,13:08:59,Mountain Time (US & Canada),$12.56,$12.56,$0.60,$0.00,$13.16,$13.16,$0.00,-$0.44,$12.72,evNz3sw6ewwTKn3PDVh1F7Spa5NZY,0.47 lb x Alpenbert (Regular),Payment,Steamboat Springs,-$0.44,Blended Rate,2.6,$0.10
2022-09-03,13:02:56,Mountain Time (US & Canada),$7.64,$7.64,$0.36,$3.00,$11.00,$11.00,$0.00,-$0.39,$10.61,VyoVAtkThMXth92gtpvH1LkeV,Ice Cream Pint (Regular Price),Payment,Steamboat Springs,-$0.39,Blended Rate,2.6,$0.10
2022-09-03,13:01:57,Mountain Time (US & Canada),$21.98,$21.98,$1.04,$0.00,$23.02,$23.02,$0.00,-$0.70,$22.32,Rw6CwUsKDgdb9JFRWemXDY6eV,"0.31 lb x River runs blue (Regular), 0.49 lb x Alpenbert (Regular)",Payment,Steamboat Springs,-$0.70,Blended Rate,2.6,$0.10
2022-09-03,13:00:05,Mountain Time (US & Canada),$7.64,$7.64,$0.36,$1.00,$9.00,$9.00,$0.00,-$0.33,$8.67,BCv2erESzwGAFRqPGuO6iGzeV,Ice Cream Pint (Regular Price),Payment,Steamboat Springs,-$0.33,Blended Rate,2.6,$0.10
2022-09-03,12:58:51,Mountain Time (US & Canada),$7.64,$7.64,$0.36,$0.00,$8.00,$8.00,$0.00,-$0.31,$7.69,Y09To6xPipYqfy6G03OO39dOkQeZY,Ice Cream Pint (Regular Price),Payment,Steamboat Springs,-$0.31,Blended Rate,2.6,$0.10
2022-09-03,12:56:30,Mountain Time (US & Canada),$14.16,$14.16,$0.67,$0.00,$14.83,$0.00,$14.83,$0.00,$14.83,4YR0AVy3TKsqPqtjZmFx0I76wiAZY,0.53 lb x Alpenbert (Regular),Payment,Steamboat Springs,$0.00,,,
2022-09-03,12:53:08,Mountain Time (US & Canada),$7.64,$7.64,$0.36,$1.00,$9.00,$9.00,$0.00,-$0.33,$8.67,fdLZu9Vk5aurhzIbRN0FybweV,Ice Cream Pint (Regular Price),Payment,Steamboat Springs,-$0.33,Blended Rate,2.6,$0.10
2022-09-03,12:52:19,Mountain Time (US & Canada),$9.55,$9.55,$0.45,$0.00,$10.00,$0.00,$10.00,$0.00,$10.00,om4mu9r69M9vsieSRfWv6Wk2jyYZY,Ricotta (Regular),Payment,Steamboat Springs,$0.00,,,
2022-09-03,12:41:57,Mountain Time (US & Canada),$8.59,$8.59,$0.41,$0.00,$9.00,$0.00,$9.00,$0.00,$9.00,gqkoFLghhA6WslEIBXfo36RoejfZY,Feta (Regular),Payment,Steamboat Springs,$0.00,,,
2022-09-03,12:39:17,Mountain Time (US & Canada),$7.64,$7.64,$0.36,$0.00,$8.00,$0.00,$8.00,$0.00,$8.00,BEQ8VVMuunZQvN6y3XpImCseV,Fromage Blanc Green Chile (Regular),Payment,Steamboat Springs,$0.00,,,
2022-09-03,12:37:59,Mountain Time (US & Canada),$7.64,$7.64,$0.36,$0.00,$8.00,$0.00,$8.00,$0.00,$8.00,FyUHlineAybcKiLTQPwI0BseV,Ice Cream Pint (Regular Price),Payment,Steamboat Springs,$0.00,,,
2022-09-03,12:37:55,Mountain Time (US & Canada),$7.64,$7.64,$0.36,$0.00,$8.00,$8.00,$0.00,-$0.31,$7.69,GlSNjeNdMGAkUK6JtbYYeklsghCZY,Ice Cream Pint (Regular Price),Payment,Steamboat Springs,-$0.31,Blended Rate,2.6,$0.10
